#Source,#CH1,#CH2
#Second,#Volt,#Volt
-0.00038272,-0.0336,0.0208
-0.00038268,-0.0344,0.0216
-0.00038264,-0.0336,0.02
-0.0003826,-0.0336,0.0208
-0.00038256,-0.0352,0.0208
-0.00038252,-0.0328,0.0208
-0.00038248,-0.0336,0.0208
-0.00038244,-0.0336,0.0224
-0.0003824,-0.0336,0.02
-0.00038236,-0.0328,0.0216
-0.00038232,-0.0328,0.02
-0.00038228,-0.0336,0.0208
-0.00038224,-0.0344,0.0216
-0.0003822,-0.0336,0.0208
-0.00038216,-0.032,0.0208
-0.00038212,-0.0336,0.0216
-0.00038208,-0.0336,0.0208
-0.00038204,-0.0328,0.0208
-0.000382,-0.032,0.02
-0.00038196,-0.0344,0.0224
-0.00038192,-0.032,0.02
-0.00038188,-0.032,0.0192
-0.00038184,-0.0336,0.0224
-0.0003818,-0.0312,0.0192
-0.00038176,-0.0336,0.0216
-0.00038172,-0.0352,0.0216
-0.00038168,-0.0328,0.0208
-0.00038164,-0.0336,0.0192
-0.0003816,-0.032,0.0192
-0.00038156,-0.0336,0.0208
-0.00038152,-0.0336,0.0224
-0.00038148,-0.0336,0.0208
-0.00038144,-0.0328,0.02
-0.0003814,-0.032,0.02
-0.00038136,-0.0336,0.02
-0.00038132,-0.0336,0.0208
-0.00038128,-0.0344,0.02
-0.00038124,-0.0328,0.02
-0.0003812,-0.0336,0.0192
-0.00038116,-0.0344,0.0192
-0.00038112,-0.032,0.02
-0.00038108,-0.0336,0.0192
-0.00038104,-0.0352,0.0224
-0.000381,-0.0336,0.0192
-0.00038096,-0.0344,0.0208
-0.00038092,-0.0336,0.02
-0.00038088,-0.0328,0.02
-0.00038084,-0.0336,0.02
-0.0003808,-0.0336,0.0208
-0.00038076,-0.0344,0.0192
-0.00038072,-0.032,0.02
-0.00038068,-0.0336,0.02
-0.00038064,-0.0336,0.0192
-0.0003806,-0.0344,0.0208
-0.00038056,-0.0336,0.0192
-0.00038052,-0.0344,0.0208
-0.00038048,-0.0336,0.0192
-0.00038044,-0.0328,0.0184
-0.0003804,-0.0336,0.0192
-0.00038036,-0.0336,0.0208
-0.00038032,-0.0352,0.0192
-0.00038028,-0.0344,0.02
-0.00038024,-0.0352,0.02
-0.0003802,-0.0328,0.0192
-0.00038016,-0.0344,0.0192
-0.00038012,-0.0352,0.02
-0.00038008,-0.0336,0.0184
-0.00038004,-0.0336,0.0192
-0.00038,-0.0336,0.0192
-0.00037996,-0.0344,0.0208
-0.00037992,-0.0336,0.02
-0.00037988,-0.0328,0.0192
-0.00037984,-0.0344,0.0192
-0.0003798,-0.0344,0.02
-0.00037976,-0.0352,0.0192
-0.00037972,-0.0328,0.02
-0.00037968,-0.0336,0.0192
-0.00037964,-0.0344,0.02
-0.0003796,-0.0344,0.0192
-0.00037956,-0.0336,0.02
-0.00037952,-0.0336,0.02
-0.00037948,-0.0352,0.02
-0.00037944,-0.0336,0.0192
-0.0003794,-0.0344,0.0192
-0.00037936,-0.0344,0.0192
-0.00037932,-0.0328,0.0192
-0.00037928,-0.0336,0.0208
-0.00037924,-0.0336,0.02
-0.0003792,-0.0344,0.0192
-0.00037916,-0.0336,0.0192
-0.00037912,-0.0336,0.0192
-0.00037908,-0.0352,0.0192
-0.00037904,-0.0336,0.0176
-0.000379,-0.0336,0.0192
-0.00037896,-0.0344,0.0192
-0.00037892,-0.0336,0.0192
-0.00037888,-0.0336,0.0192
-0.00037884,-0.0352,0.0192
-0.0003788,-0.0344,0.0192
-0.00037876,-0.0336,0.0192
-0.00037872,-0.0344,0.02
-0.00037868,-0.0344,0.0192
-0.00037864,-0.0336,0.0184
-0.0003786,-0.0336,0.0168
-0.00037856,-0.0344,0.0176
-0.00037852,-0.0344,0.0192
-0.00037848,-0.0344,0.0184
-0.00037844,-0.0344,0.0192
-0.0003784,-0.0336,0.0192
-0.00037836,-0.0352,0.0192
-0.00037832,-0.0352,0.0192
-0.00037828,-0.0336,0.0192
-0.00037824,-0.0352,0.0184
-0.0003782,-0.0344,0.0192
-0.00037816,-0.0344,0.0192
