#  Vmag     Imag      dx       dy
 25.6050  23.5760  -0.1400  -0.1300
 22.8740  21.3730  -0.1000   0.0500
 21.6250  20.4230   0.0500   0.1000
 26.1720  23.9850   0.2100   0.2100
 24.4750  22.7040   0.1100  -0.0600
 22.6950  21.2610  -0.0400  -0.0500
 21.1790  20.0830   0.0500  -0.0600
 25.4980  23.3420   0.1100   0.0100
 22.3040  20.8260   0.0400  -0.0600
 23.6330  21.9770   0.0800   0.0200
 21.7130  20.4850  -0.0300  -0.0100
 25.0780  23.1000   0.0100  -0.0500
 25.1270  23.1730   0.0900  -0.0600
 18.9280  18.2850  -0.2100  -0.1400
 25.4970  24.8020  -0.5400  -0.1900
 25.7610  23.5670  -0.1000  -0.0600
 24.3750  22.7130   0.0700  -0.0100
 23.9850  22.1810   0.0500  -0.1400
 20.5360  19.5980   0.0200   0.0600
 17.7150  17.1870  -0.1100  -0.2100
 20.0030  19.1250   0.0900   0.0500
 19.4400  18.7590  -0.1300  -0.1000
 17.6350  17.0930  -0.3700  -0.2800
 23.6450  21.9570   0.0100  -0.0400
 21.9310  20.6360   0.0000   0.0100
 20.4940  19.5570   0.1400   0.0300
 23.7430  21.9740  -0.0300   0.0800
 25.0280  23.1900   0.1300   0.0300
 25.6940  24.9720  -0.5700  -0.1900
 25.4020  24.6140  -0.6700  -0.1600
 23.0530  21.5550   0.0400  -0.0500
 24.6290  23.9270  -0.5400  -0.2100
 24.4110  22.5850   0.0300   0.0400
 25.0080  22.9670  -0.0200   0.0100
 18.7930  18.1650  -0.1500  -0.1700
 24.5720  22.7250  -0.0400  -0.0100
 23.7570  22.0860  -0.1500   0.0200
 25.7020  25.0070  -0.5600  -0.2300
 24.6660  22.8180  -0.0600  -0.0500
 24.5020  23.9350  -0.5000  -0.1600
 24.4880  22.6970   0.0100  -0.0300
 18.8320  18.1910  -0.1900  -0.1000
 23.9220  22.2920  -0.0400   0.0100
 23.1730  21.5560   0.0300  -0.1000
 24.1290  22.3000   0.0600   0.0200
 22.3100  20.9270  -0.1100   0.0100
 23.8770  22.2670   0.0600  -0.0300
 23.7070  21.9720  -0.0200  -0.0900
 22.9310  21.3270  -0.0100   0.1300
 25.6650  23.6180   0.1700   0.0000
 23.4930  21.8430   0.0300  -0.0700
 22.3200  20.9700   0.0400  -0.1600
 26.1580  23.8740   0.0900  -0.0300
 25.7140  23.7240  -0.0200  -0.0100
 23.0370  21.5100   0.0900   0.0200
 25.8020  23.6230   0.0400  -0.0600
 23.4570  21.7790   0.0500  -0.0900
 23.3930  21.7420  -0.0100  -0.0100
 19.8310  19.0650  -0.0600   0.0100
 19.0340  18.4410  -0.2300   0.1800
 24.1380  22.3320  -0.1400  -0.0900
 23.6910  22.0840   0.1000  -0.0300
 25.6620  23.6160   0.0300   0.0100
 26.1030  23.8650   0.1200  -0.0600
 24.3840  22.6290   0.1300   0.0400
 20.7300  19.7770  -0.0700  -0.0600
 23.8070  23.2950  -0.5300  -0.1300
 24.2210  22.3920   0.0100  -0.0200
 24.7990  24.1690  -0.6200  -0.1600
 17.4750  16.9290  -0.5100  -0.0800
 22.9820  22.5600  -0.5200  -0.1300
 24.7090  22.8760  -0.0200   0.0100
 23.0550  21.5070  -0.0500  -0.0200
 24.9010  22.9620   0.0100   0.1400
 24.2930  23.6740  -0.6600  -0.1300
 25.7980  25.0550  -0.4800  -0.0600
 23.6910  21.9540   0.2000  -0.0500
 23.3310  21.7040   0.0500   0.0400
 20.7490  19.7800   0.1000  -0.0400
 22.7690  21.3520   0.0000  -0.0500
 22.4400  21.0210   0.1000  -0.1600
 25.6830  23.5610  -0.1400  -0.0500
 23.1420  21.6460   0.0900  -0.0500
 23.4890  21.8590   0.0600  -0.0300
 23.5730  21.9250   0.0200  -0.1600
 19.2070  18.5190  -0.1500   0.0400
 18.7960  18.2000  -0.1100  -0.1000
 22.3250  20.9180  -0.0500  -0.0600
 23.2600  21.7020  -0.0200  -0.0500
 21.4060  20.2400   0.1700  -0.1700
 23.6200  21.9310   0.0400  -0.0400
 18.1680  17.6090  -0.0800  -0.1000
 24.7580  24.1780  -0.5200  -0.2200
 25.3440  23.3050  -0.0700  -0.1300
 24.2940  22.6010  -0.0500  -0.0200
 21.0840  21.0180  -0.6100  -0.0700
 22.0450  20.7240   0.1000  -0.0200
 17.4270  16.8890  -0.1900  -0.2700
 24.3430  22.5580   0.0600  -0.0800
 24.7330  22.7700  -0.0300  -0.0800
 23.7660  22.0110   0.0200   0.0800
 20.6420  19.7010   0.0300   0.0300
 19.4460  18.7610  -0.0700   0.1400
 24.1930  22.4430   0.1200   0.0200
 19.8240  19.0670   0.1500   0.1100
 18.9640  18.3280  -0.1400  -0.0100
 23.8560  22.1450  -0.0700   0.1700
 23.5250  21.8220  -0.1600   0.0600
 24.7190  22.8820   0.0300  -0.1300
 23.0830  21.5610  -0.1700   0.0500
 18.6680  18.0640  -0.1700  -0.1500
 25.0260  23.0880  -0.0200   0.0500
 18.5130  17.9020  -0.1100  -0.1600
 23.3910  21.7970  -0.0100   0.0400
 21.8630  20.5650   0.0100  -0.0200
 19.0710  18.4320  -0.1400  -0.1100
 24.8390  22.9720  -0.0300   0.0500
 22.8990  21.4130   0.0500  -0.0900
 24.2540  22.4810   0.0600   0.0200
 24.0760  22.4010   0.0100   0.0200
 24.4010  22.6800  -0.0600   0.0300
 23.8980  22.2170  -0.0800  -0.0300
 24.0480  22.3010  -0.0600   0.0700
 25.5020  23.4410  -0.0400   0.0500
 19.7520  19.0040   0.0100   0.0600
 21.5490  20.3520  -0.0700  -0.0900
 24.9350  22.9360   0.0400  -0.0200
 19.1290  18.4610  -0.1000   0.0700
 22.5230  21.1190   0.0300   0.0500
 17.4490  16.9150   0.0600  -0.1900
 21.9880  20.7080  -0.0600   0.0400
 23.3470  21.6740   0.0700  -0.0500
 24.9740  23.0500  -0.0400   0.0600
 24.1830  22.3300   0.1300   0.0400
 24.6220  22.7730  -0.0400  -0.0100
 24.3830  22.5460   0.0600   0.0500
 23.1680  21.6400  -0.0800   0.0300
 17.9540  17.4090  -0.1200  -0.2100
 21.2210  20.1130   0.0100   0.0100
 24.8530  24.2520  -0.4300  -0.1500
 24.5690  22.7720  -0.0500   0.0100
 24.7850  24.2210  -0.9800  -0.2200
 26.0290  25.1940  -0.5800  -0.1700
 24.9080  23.1000  -0.0500   0.0300
 20.4040  19.4930  -0.1300   0.1000
 25.5630  23.5880   0.1700  -0.1600
 23.0350  21.5220  -0.0600  -0.0100
 23.2390  21.6420  -0.0100  -0.0500
 25.6240  23.5180  -0.1000   0.1300
 25.1230  23.0940   0.0100   0.0000
 23.0430  21.5770  -0.0300  -0.0200
 25.3710  23.3730   0.0100   0.0300
 22.5420  21.0990   0.1000   0.0200
 26.0780  23.9860  -0.0100   0.0400
 23.0940  21.5320   0.0400  -0.0900
 24.1440  22.3160  -0.0700  -0.0500
 24.5060  22.6820  -0.0500   0.1100
 24.0640  22.2480   0.0700   0.1100
 23.4420  21.8100  -0.0900   0.0100
 20.6010  19.6470  -0.0600  -0.0600
 19.9790  19.1940  -0.0800  -0.0900
 25.7960  25.0110  -0.6400  -0.2000
 23.1120  21.5120   0.0900   0.0300
 25.5160  24.7960  -0.4900  -0.1200
 19.3790  18.6780  -0.1600   0.0800
 22.7220  21.2270   0.0600  -0.0700
 25.0740  23.1450   0.1500   0.0100
 20.6540  19.6690  -0.0300   0.1000
 22.4980  21.0780   0.0000   0.0100
 22.1090  20.7770   0.0400   0.1000
 22.4280  21.0460  -0.0400  -0.1300
 19.3210  18.5170   0.0300   0.3600
 24.3840  23.7540  -0.3900  -0.1700
 20.2570  19.3970   0.0300   0.0800
 22.0330  21.5470  -0.5800  -0.2100
 23.4000  21.6970  -0.0600  -0.0200
 23.0680  21.4890  -0.0500  -0.0600
 23.9780  22.2420   0.0100  -0.0200
 26.0340  23.8410   0.0200   0.1300
 23.1270  21.5120   0.1500   0.0200
 22.9850  21.4480   0.1900   0.0200
 23.3560  21.7020   0.1200   0.1000
 23.7560  22.0250   0.0300   0.0400
 23.0540  21.5700   0.0300   0.1200
 25.5930  23.6190  -0.1200   0.0400
 23.6480  21.9920  -0.0500   0.0200
 16.9970  16.4000   0.1300  -0.1500
 23.5400  21.8850  -0.0300  -0.1200
 20.1330  19.2750   0.0900  -0.0200
 20.7300  19.7550  -0.0500   0.0500
 24.2830  22.5030   0.0200   0.0100
 23.3280  21.7260   0.0500  -0.0300
 23.4300  21.8220   0.0700   0.0000
 23.1130  22.7090  -0.5500  -0.1600
 23.5250  21.8280   0.0300  -0.0500
 23.3500  22.9100  -0.5100  -0.2000
 25.2360  23.2150  -0.1900   0.0300
 20.9470  19.9300   0.0800  -0.1000
 23.7130  22.1240  -0.1300   0.0000
 24.8800  22.9120   0.0500  -0.0900
 20.3160  19.4560  -0.1600   0.0100
 20.0450  19.2240  -0.0900  -0.0500
 26.2350  24.0370  -0.0100   0.0200
 21.4100  20.1050  -0.0200  -0.0500
 21.6510  20.4510   0.0800   0.0600
 25.1050  24.4650  -0.6200  -0.1400
 24.9860  22.9750   0.0500   0.1300
 22.5410  21.0660   0.0700   0.1600
 24.3210  22.5790  -0.0100  -0.0500
 18.0650  17.4930  -0.0100  -0.0100
 23.7310  22.1280   0.1000   0.0200
 24.9280  23.6040  -0.5200  -0.0400
 24.0600  22.3090  -0.1100  -0.0100
 24.3340  23.8290  -0.5900  -0.2400
 24.4150  23.8510  -0.5900  -0.2200
 18.5830  17.9810  -0.2000  -0.1600
 23.9940  22.2410  -0.0800   0.0000
 23.4570  21.8820  -0.1900  -0.0300
 23.5350  21.8650  -0.0300   0.0800
 17.3070  16.7610   0.1700  -0.0900
 23.6750  22.0020  -0.0900  -0.0900
 23.3690  21.6770  -0.0900   0.1000
 24.0780  22.3240  -0.0900  -0.0900
 23.6110  21.9390  -0.1700   0.0000
 19.1930  18.5130  -0.1000   0.0400
 24.9200  22.9760  -0.0100  -0.1600
 23.5500  21.8710   0.0900   0.0100
 23.6100  22.0150   0.0200  -0.1800
 21.6500  20.4090  -0.0200  -0.0400
 23.2700  21.7630   0.0400  -0.0300
 22.7180  22.2670  -0.4900  -0.1400
 20.1910  19.3510   0.0300   0.0100
 25.4710  23.5620  -0.0100   0.0500
 22.3030  20.9490   0.0300   0.0300
 23.1970  21.5940   0.0600  -0.1700
 24.5120  22.6700   0.0600  -0.0800
 23.3270  21.7110  -0.0200  -0.0800
 24.7370  22.8950   0.0900   0.0100
 20.3590  19.4470  -0.0400  -0.1000
 23.9500  22.1850  -0.0700   0.0000
 22.3010  20.9210  -0.0800  -0.0100
 23.4690  21.8410   0.0300  -0.2500
 23.4300  21.8130  -0.0400   0.0100
 25.3610  23.2620   0.0000   0.0900
 20.0930  19.2640  -0.0100   0.0500
 24.6240  22.6980   0.0300  -0.1600
 21.8620  20.5600  -0.0200   0.0200
 21.5460  20.3270   0.1400   0.0000
 25.2580  23.2430   0.1100  -0.0200
 22.5790  21.1340   0.0800   0.0600
 25.8810  23.8750  -0.0200  -0.0700
 22.3530  20.9570  -0.0800   0.1300
 23.0940  21.5310  -0.0300   0.0500
 20.8030  19.7800   0.0600  -0.0400
 25.9440  25.2260  -0.5100  -0.1400
 24.1230  23.6080  -0.5300  -0.1700
 22.4150  21.0230   0.0200  -0.0200
 24.7450  22.9270   0.1000  -0.1800
 24.3390  22.5600   0.0100  -0.1800
 20.6740  19.6940  -0.1200  -0.2600
 22.8680  21.3410  -0.0400   0.0300
 23.6250  21.9590  -0.1700  -0.0200
 25.2460  24.9880  -0.6000  -0.2400
 21.0810  19.9950  -0.0200   0.0400
 19.7730  19.0050   0.0400  -0.0900
 17.0630  16.4810   0.0500  -0.0400
 23.7290  22.0330  -0.0300  -0.1000
 17.1550  16.6110   0.2500   0.0000
 24.6330  22.7360   0.0000   0.0800
 21.7630  21.3430  -0.5400  -0.1100
 24.1980  22.3760  -0.1300  -0.1300
 18.6600  18.0870  -0.1000  -0.1500
 25.6970  23.6110   0.2200   0.0500
 25.5800  23.5870   0.1300   0.0500
 21.9390  20.6600   0.0000   0.0500
 22.2230  20.8680  -0.0200  -0.0800
 25.0140  22.9870   0.0700  -0.0100
 17.5220  16.9740  -0.2900  -0.2900
 25.3030  23.3220   0.1100   0.0100
 23.0310  22.6040  -0.5300  -0.2100
 21.5920  20.4190   0.1900   0.0100
 18.7330  18.0910   0.0500  -0.1200
 18.7310  18.1390   0.1000  -0.2900
 23.3820  21.7900  -0.0500  -0.0800
 20.4660  19.5530   0.0800   0.1500
 26.2010  23.9750   0.1000   0.0200
 26.2120  25.2610  -0.6300  -0.2800
 23.3210  21.7510   0.1000  -0.0400
 22.2110  21.0000   0.0300  -0.0100
 25.9560  23.6880   0.0600  -0.0400
 24.3270  22.5260   0.0100   0.0300
 21.0560  20.0040   0.1200   0.1400
 25.0190  23.0630  -0.0300   0.1100
 25.0890  23.1180   0.0100  -0.0600
 24.9180  24.2950  -0.4600  -0.2400
 19.3600  18.6980   0.0600   0.0400
 25.2590  23.3190  -0.0100   0.0900
 19.5980  18.8670   0.0800   0.1000
 24.5330  22.5980  -0.0300  -0.0500
 21.7340  20.4960   0.0000  -0.0900
 19.9250  19.1360  -0.0400  -0.1300
 22.2500  20.8460   0.0400  -0.1700
 24.9330  23.0120  -0.0400   0.0000
 22.7010  21.2100  -0.0400  -0.0200
 22.6560  22.2560  -0.5800  -0.2100
 25.3910  24.6800  -0.6400  -0.2200
 20.9230  19.8850   0.0200   0.0600
 24.7360  22.8010   0.1500  -0.1100
 19.6950  18.9280  -0.0600   0.2400
 21.6880  20.4580  -0.0900   0.0500
 17.5800  17.0550  -0.3700  -0.2100
 23.4780  21.8170   0.1500  -0.0700
 17.3910  16.8550  -0.1100  -0.1500
 20.5830  19.6570   0.0600  -0.0500
 24.0730  22.3210  -0.1400   0.0000
 23.4140  21.8160   0.0000   0.0300
 23.7580  22.0520   0.0600   0.0000
 21.1100  20.0330   0.0900   0.0600
 22.6990  21.2810  -0.1300   0.0100
 24.6030  22.6940   0.2800   0.0300
 21.5310  20.3740   0.0800  -0.0300
 26.1480  25.3470  -0.6000  -0.1200
 21.5520  20.3460   0.1300   0.0600
 22.5430  22.1030  -0.6300  -0.1500
 18.4510  17.8540   0.0300  -0.1200
 24.5160  22.7160  -0.0800   0.0200
 23.5960  21.9750   0.0500   0.0100
 24.7460  24.1390  -0.3800  -0.2200
 23.4360  21.8140  -0.0300  -0.0700
 23.0630  21.5040   0.0700   0.0800
 23.5530  21.8110   0.0100   0.0800
 18.3480  17.7740  -0.1200  -0.1600
 22.7810  21.3110  -0.0300  -0.0400
 21.8920  20.6010   0.0300   0.0100
 21.9130  20.6200  -0.0600   0.0100
 26.0690  25.2210  -0.5000  -0.1900
 24.8050  24.1450  -0.6200  -0.2900
 24.3870  22.5570   0.1000  -0.0100
 22.9020  21.4770  -0.1200  -0.0700
 22.5950  21.1910   0.0500   0.0700
 24.8540  22.8910  -0.1400  -0.0600
 22.9810  21.3600  -0.0500  -0.0800
 19.7380  19.0020   0.2800  -0.0300
 19.4200  18.7220  -0.0400   0.2300
 20.9600  19.9050  -0.0600  -0.0600
 21.3450  20.1800  -0.1000  -0.0700
 22.5680  21.1460   0.0000  -0.0300
 25.1540  23.1660   0.2100   0.0700
 22.8010  21.2930   0.1000  -0.0100
 21.6710  20.4480  -0.0500  -0.0800
 24.7200  22.8500  -0.1700   0.0800
 25.0630  23.2370  -0.0300   0.0900
 23.4860  21.8240  -0.0100   0.1200
 23.4200  21.7440   0.0800   0.0200
 24.5920  22.6200   0.0700  -0.0300
 22.7910  21.2960  -0.1600   0.1800
 21.9210  20.6160   0.0300   0.1100
 23.7650  23.2180  -0.5000  -0.0900
 21.4220  20.2660   0.0200   0.0200
 20.2270  19.3500  -0.0300  -0.1300
 23.3180  22.7900  -0.5900  -0.2100
 24.6740  22.9680   0.0800   0.0700
 23.8160  22.1080   0.0300   0.0600
 21.7140  21.0940  -0.6600  -0.2600
 21.5170  20.3050  -0.0400   0.1200
 25.7970  23.6790  -0.1000  -0.0600
 21.9130  20.5120   0.0400   0.1200
 23.8930  22.2090  -0.0900  -0.0100
 21.4770  20.3220  -0.0600  -0.0600
 22.0120  21.8780  -0.5600  -0.1700
 17.3070  16.7710  -0.0200  -0.3600
 17.7280  17.1740  -0.2600  -0.0300
 24.0740  22.3250   0.0400   0.0000
 24.1800  23.6470  -0.5100  -0.2100
 21.7370  20.4710   0.0000   0.1300
 24.4270  22.5720  -0.1000   0.1100
 23.6680  21.9700  -0.0200   0.0400
 21.9290  20.6190   0.0100   0.0400
 17.8120  17.2610  -0.1000  -0.2300
 19.6950  18.9480  -0.0200  -0.0500
 24.2200  22.4460  -0.1300  -0.0600
 20.8920  19.8600   0.0900  -0.0200
 24.9450  24.2460  -0.5100  -0.2700
 18.6210  18.0170  -0.0400  -0.1000
 23.6920  21.9800  -0.2500  -0.0500
 25.2770  24.4680  -0.6300  -0.1700
 23.0760  21.5200   0.0600   0.0400
 17.4980  16.9550  -0.3000  -0.3900
 20.5650  19.6190  -0.0300  -0.0700
 25.8690  25.0930  -0.5300  -0.3900
 23.9750  22.1850   0.1200  -0.0500
 23.3170  21.7060   0.0000   0.0100
 21.1300  20.0390  -0.1100   0.0300
 22.0590  20.7310  -0.0200   0.0500
 20.9730  19.9420  -0.1000   0.0100
 24.3160  22.5120   0.0500   0.1200
 25.4540  23.3450  -0.2100   0.0200
 23.7540  22.0010   0.0400   0.0400
 17.1590  16.6110   0.0300  -0.2000
 24.8660  22.8900  -0.1500  -0.1000
 24.3040  22.5340  -0.0700  -0.0700
 23.4900  21.8590   0.0500   0.0400
 23.0980  21.5670   0.2200   0.0300
 24.5760  22.7300   0.0700  -0.0300
 22.5650  21.1950   0.0900  -0.0500
 19.8620  19.0840   0.0500   0.1700
 23.6040  21.9070   0.0100   0.0300
 23.2110  22.7600  -0.5500  -0.0700
 19.2560  18.5590  -0.5700  -0.0800
 23.5600  23.0630  -0.5300  -0.1100
 18.5460  17.9520  -0.2600  -0.0500
 25.9240  25.1280  -0.4900  -0.2100
 23.1830  21.6420  -0.0900  -0.0500
 24.7030  22.8240  -0.0400   0.1000
 21.8080  20.5280   0.0100   0.0600
 21.9670  20.6750  -0.0600   0.0100
 20.8400  19.8080   0.0000  -0.0800
 21.2640  20.1100   0.0800   0.1300
 18.9690  18.3190  -0.1000  -0.1400
 20.3930  19.4700  -0.0800   0.0200
 24.6540  22.8620   0.0600  -0.0200
 23.7050  22.0690   0.0900  -0.0400
 20.9790  19.9570  -0.0100   0.0200
 24.9410  24.3230  -0.6300  -0.1900
 24.5750  24.0210  -0.6500  -0.2000
 25.5220  23.4950   0.0000  -0.0400
 20.3220  19.4250  -0.0700   0.1000
 18.8670  18.1940  -0.2100   0.0600
 21.4140  20.2470   0.1600  -0.0700
 20.8650  19.7600   0.0800  -0.1400
 23.9010  22.2360   0.0500  -0.0200
 21.1310  20.0400   0.1700  -0.0900
 19.5950  18.8750   0.0100   0.1500
 26.1330  23.8700  -0.1300  -0.1000
 25.2690  23.2590  -0.0100   0.0200
 23.5820  22.0260   0.0800  -0.0200
 24.0950  22.3410   0.0200  -0.0400
 20.1940  19.3570   0.0900  -0.0200
 20.3270  19.4300   0.0300   0.0200
 23.6420  22.0040  -0.0900   0.0000
 25.0620  23.1360  -0.0100   0.0100
 23.9590  22.2340   0.2100   0.0100
 25.6740  23.4960   0.1400  -0.0100
 21.0240  19.8950  -0.0600  -0.1800
 24.5650  23.9920  -0.5600  -0.1600
 23.2440  21.6350  -0.1300   0.0700
 23.6820  22.0560   0.0800   0.0400
 22.4670  21.0380  -0.1300  -0.1100
 22.8650  22.4020  -0.5400  -0.1700
 23.7530  22.0110  -0.0500  -0.1000
 22.6140  21.1410  -0.0900  -0.0300
 23.3230  21.7580  -0.1400   0.0600
 22.6310  21.1920  -0.0900   0.0100
 24.6370  22.7620   0.0800  -0.0600
 24.9920  23.0480  -0.0700   0.1100
 22.9560  21.3870   0.1500  -0.1500
 22.8530  21.3660   0.0200   0.1100
 24.4620  22.6250  -0.1100  -0.2100
 20.5470  19.5960  -0.0800   0.1500
 17.2890  16.7500   0.0200  -0.3900
 23.7070  22.0330   0.0900   0.0000
 21.2070  20.1090   0.0700  -0.0300
 22.4690  20.9950  -0.0200   0.0000
 24.9810  23.0010  -0.0300  -0.0300
 20.4790  19.5580   0.0100  -0.1100
 24.8220  22.9660   0.1300  -0.1600
 20.7640  19.7880  -0.0800  -0.0400
 21.9470  20.6630   0.0200  -0.0200
 24.6060  23.9660  -0.6300  -0.0900
 21.3320  20.2150   0.1300   0.0900
 22.7730  21.3020  -0.0800   0.0600
 17.8090  17.2480  -0.2600   0.0000
 23.6410  21.9700   0.0100  -0.0100
 23.9290  22.1970   0.0700   0.0400
 26.1740  23.8550  -0.0700   0.0000
 19.2910  18.5830  -0.1500  -0.1400
 18.0030  17.4390  -0.0100  -0.1100
 22.6110  21.1380   0.0300  -0.1200
 25.6370  23.6140  -0.0300  -0.1300
 24.9970  23.0410  -0.0400  -0.0500
 20.4400  19.5330   0.1200   0.0400
 25.0270  24.3750  -0.6300  -0.2300
 23.6670  21.9990   0.1500   0.0100
 24.9920  24.3010  -0.5000  -0.1500
 19.4520  18.7260   0.1200   0.0200
 17.0010  16.4080   0.3500   0.0100
 22.0760  20.7780   0.0000  -0.0300
 18.6070  18.0110   0.0700  -0.2700
 24.9630  23.0110   0.0700   0.0100
 23.7230  22.0590   0.0400   0.0200
 24.0130  22.2720   0.1300  -0.0500
 25.6460  23.4970   0.0800  -0.0400
 22.0580  20.7300  -0.0800   0.1400
 17.2850  16.7380   0.0900  -0.1100
 22.4660  21.0780  -0.0400   0.0400
 24.0390  23.4930  -0.5200  -0.1000
 24.0100  22.2160   0.1100  -0.0300
 19.4560  18.7580  -0.2100  -0.0300
 18.4380  17.3450   0.0600  -0.5800
 25.0510  23.0780   0.0000   0.0400
 22.3130  20.9020   0.0400   0.0200
 24.2480  22.4300  -0.0100  -0.0500
 24.1200  22.3540   0.0400   0.0900
 21.8970  20.6160   0.0200   0.0500
 25.9120  25.1410  -0.5600  -0.1800
 20.0260  19.2360   0.0300  -0.0400
 20.3130  19.4190  -0.0100  -0.0300
 23.7340  22.0650   0.0300   0.0400
 21.5330  20.3420   0.0200   0.0100
 22.5000  21.1020  -0.0400  -0.0500
 22.1080  20.8110  -0.1100  -0.1300
 24.0900  22.3930  -0.0200   0.0100
 21.6840  20.4720   0.0600  -0.1300
 22.7670  22.3670  -0.6000  -0.0700
 24.1860  22.4140   0.1400   0.0400
 23.1550  22.6100  -0.6400  -0.2000
 24.1460  22.4300   0.1400  -0.1300
 20.0690  19.2430   0.1300   0.0900
 25.5940  24.8730  -0.5500  -0.2500
 22.9380  21.4900  -0.1600   0.0100
 23.5500  21.8970  -0.0500  -0.0500
 25.6060  25.2210  -0.0400  -0.0800
 26.0740  23.8420   0.0100   0.0600
 25.8240  25.3080  -0.5500  -0.4200
 19.2580  18.5640  -0.1900   0.0600
 22.1260  20.8140  -0.0100   0.0600
 26.1060  23.9140   0.2100  -0.1100
 24.4900  22.6160   0.0400  -0.0300
 23.0160  21.4840   0.0100   0.0600
 25.4730  23.3690   0.0800  -0.0700
 20.7280  19.7440  -0.1100   0.0700
 24.1870  22.3350  -0.0300   0.0800
 22.4550  21.0250   0.0800  -0.0600
 24.5890  22.7470  -0.0400  -0.1400
 18.7320  18.1190  -0.1300  -0.0400
 19.9950  19.2000   0.0000   0.0000
 22.0360  20.7230   0.0900  -0.0800
 22.7760  21.3460   0.1600   0.1200
 22.0830  20.7340   0.1300   0.1200
 24.1260  22.2860   0.0000  -0.1700
 23.9290  22.1540   0.1500   0.1000
 21.2110  20.0720  -0.0800   0.0300
 25.0800  23.2310  -0.0700  -0.0200
 24.9940  22.9820   0.1500  -0.1900
 24.4640  22.6460  -0.0300   0.0400
 19.6730  18.9470  -0.0100  -0.0300
 17.3270  16.5820  -0.5900  -0.4300
 24.1550  22.3900   0.1100  -0.0700
 26.1380  23.8740  -0.0200   0.0900
 25.6280  23.4570  -0.0200   0.0800
 23.3540  21.6260  -0.0300  -0.0500
 19.4830  18.7840   0.0500   0.0800
 19.2040  18.4920  -0.2000  -0.0700
 24.3080  22.5230   0.0000   0.0200
 25.0380  24.4180  -0.5200  -0.2000
 22.5600  21.1100  -0.1000  -0.0200
 23.6430  22.0150   0.1100   0.0500
 21.9520  20.6700   0.1000   0.0400
 19.5570  18.8570  -0.0400   0.0300
 23.6780  22.0400   0.0500  -0.0500
 24.2980  22.4860  -0.0400   0.0100
 23.3440  21.6980  -0.0300   0.0200
 23.3420  21.6860  -0.1700  -0.0900
 24.5970  24.0370  -0.6300  -0.0600
 23.4190  21.7800   0.0300   0.1200
 20.2470  19.3800   0.0800  -0.0600
 22.9170  21.3540  -0.1000  -0.2300
 21.8420  20.5610   0.0300   0.0900
 26.0060  25.2000  -0.6000  -0.1700
 22.1720  20.8210  -0.0600  -0.0400
 25.0680  23.1180   0.0100  -0.0200
 25.0560  23.0360  -0.0300  -0.0100
 23.6800  22.0000  -0.0100   0.0200
 24.0090  23.4890  -0.4700  -0.1000
 25.4610  23.4420  -0.0300  -0.0700
 24.9200  22.9960  -0.0400  -0.1500
 23.7830  22.0260  -0.0300   0.0500
 18.2540  17.6900   0.1300   0.0300
 25.8640  24.9380  -0.7300  -0.5800
 23.4930  21.8970  -0.0200  -0.1800
 25.3550  24.7030  -0.5700  -0.0900
 25.9690  23.7170   0.0500  -0.1000
 24.7790  22.8080  -0.0500   0.1200
 21.8170  20.5500  -0.0500  -0.2200
 16.3550  15.6550   0.2300  -0.1000
 25.0420  24.3910  -0.5400  -0.2700
 22.7960  21.1360   0.0100  -0.0100
 23.2460  21.7410  -0.0300  -0.0900
 22.3680  20.8370   0.1100   0.1700
 23.9800  22.2340   0.0400  -0.0100
 25.6800  24.9530  -0.5000  -0.1400
 24.9200  24.2800  -0.6000  -0.2200
 18.7990  18.1740  -0.0600  -0.2100
 23.5520  21.8830   0.0300   0.0100
 22.6850  21.2420  -0.1400  -0.0700
 25.2000  23.1690   0.0500  -0.0400
 25.3540  24.9150  -0.7800  -0.3900
 21.9290  20.6690  -0.0700  -0.0100
 25.1780  23.1570  -0.1100   0.0700
 22.4620  22.0300  -0.6200  -0.1900
 24.5920  22.6930  -0.0200   0.1000
 23.3990  22.9320  -0.5700  -0.2700
 24.5700  23.9790  -0.7200  -0.3300
 25.3120  23.3190   0.2200   0.2400
 26.0020  23.8510  -0.0100  -0.0100
 20.0420  19.2260  -0.0200   0.0300
 24.1230  23.6100  -0.5500  -0.2500
 23.5710  21.9490   0.0200   0.0000
 25.1000  24.5050  -0.6400  -0.2100
 20.1020  19.2710   0.0000   0.1500
 25.4960  23.4380  -0.0200  -0.0500
 25.7800  23.5510  -0.1100   0.0700
 19.0010  18.3510  -0.0200  -0.0800
 24.5210  22.7340  -0.0600  -0.0100
 20.4330  19.4550   0.0500  -0.0400
 22.7730  21.3360   0.0400  -0.0300
 23.6680  23.1900  -0.5900  -0.2100
 24.6690  22.6910  -0.0200   0.1800
 23.6370  21.8990   0.0900   0.0400
 25.5800  24.7970  -0.5600  -0.1200
 17.9120  17.3640  -0.0900  -0.1900
 20.7960  19.7920   0.0200  -0.0600
 22.7970  21.3680   0.1000   0.0400
 25.2770  23.3390   0.0500   0.0400
 23.7370  22.1080   0.0100   0.0000
 23.9670  22.2070   0.1200   0.1400
 23.7670  21.9960   0.0000   0.0700
 25.2870  23.3110  -0.1600   0.0100
 25.6440  23.5370  -0.0400   0.0400
 23.2390  21.6750  -0.2000   0.0000
 22.6940  21.2570  -0.1100   0.1700
